code,subBrand,product,specification,country,reason,sourceDisplay,docUrl,isSeries,brand,severity,evidence_hash,archive_url,severity,evidence_hash,archive_url
19/09/2026,Cow & Gate,Cow & Gate Anti-Reflux,800g,United Kingdom/Ireland,Precautionary recall: Possible presence of Cereulide toxin (Bacillus cereus),UK Food Standards Agency (FSA),https://www.fsai.ie/news-and-alerts/food-alerts/recall-of-specific-batches-of-aptamil-and-cow-and-gate-infant-and-follow-on-formula,False,Danone,L1,,,L1,,
19/10/2026,Aptamil,Aptamil 1 First Infant Milk,800g,United Kingdom/Ireland,Precautionary recall: Possible presence of Cereulide toxin (Bacillus cereus),UK Food Standards Agency (FSA),https://www.fsai.ie/news-and-alerts/food-alerts/recall-of-specific-batches-of-aptamil-and-cow-and-gate-infant-and-follow-on-formula,False,Danone,L1,,,L1,,
19/10/2026,Aptamil,Aptamil 1 First Infant Milk Hungry,800g,United Kingdom/Ireland,Precautionary recall: Possible presence of Cereulide toxin (Bacillus cereus),UK Food Standards Agency (FSA),https://www.fsai.ie/news-and-alerts/food-alerts/recall-of-specific-batches-of-aptamil-and-cow-and-gate-infant-and-follow-on-formula,False,Danone,L1,,,L1,,
19/10/2026,Aptamil,Aptamil 2 Follow-on Milk,800g,United Kingdom/Ireland,Precautionary recall: Possible presence of Cereulide toxin (Bacillus cereus),UK Food Standards Agency (FSA),https://www.fsai.ie/news-and-alerts/food-alerts/recall-of-specific-batches-of-aptamil-and-cow-and-gate-infant-and-follow-on-formula,False,Danone,L1,,,L1,,
19/10/2026,Cow & Gate,Cow & Gate 1 First Infant Milk,800g,United Kingdom/Ireland,Precautionary recall: Possible presence of Cereulide toxin (Bacillus cereus),UK Food Standards Agency (FSA),https://www.fsai.ie/news-and-alerts/food-alerts/recall-of-specific-batches-of-aptamil-and-cow-and-gate-infant-and-follow-on-formula,False,Danone,L1,,,L1,,
19/10/2026,Cow & Gate,Cow & Gate Anti-Reflux,800g,United Kingdom/Ireland,Precautionary recall: Possible presence of Cereulide toxin (Bacillus cereus),UK Food Standards Agency (FSA),https://www.fsai.ie/news-and-alerts/food-alerts/recall-of-specific-batches-of-aptamil-and-cow-and-gate-infant-and-follow-on-formula,False,Danone,L1,,,L1,,
19/11/2026,Pronutra,Aptamil Pronutra Pre,1200g,Germany,Vorsorglicher Rückruf: Mögliches Vorhandensein des Toxins Cereulid,Produktwarnung.eu,https://www.produktwarnung.eu/2026/02/05/rueckruf-gesundheitsgefahr-danone-ruft-aptamil-babynahrung-zurueck/36778,False,Aptamil (Danone),L1,,,L1,,
19/11/2026,Aptamil,Aptamil 1 First Infant Milk,800g,United Kingdom/Ireland,Precautionary recall: Possible presence of Cereulide toxin (Bacillus cereus),UK Food Standards Agency (FSA),https://www.fsai.ie/news-and-alerts/food-alerts/recall-of-specific-batches-of-aptamil-and-cow-and-gate-infant-and-follow-on-formula,False,Danone,L1,,,L1,,
19/11/2026,Aptamil,Aptamil 1 First Infant Milk Hungry,800g,United Kingdom/Ireland,Precautionary recall: Possible presence of Cereulide toxin (Bacillus cereus),UK Food Standards Agency (FSA),https://www.fsai.ie/news-and-alerts/food-alerts/recall-of-specific-batches-of-aptamil-and-cow-and-gate-infant-and-follow-on-formula,False,Danone,L1,,,L1,,
19/11/2026,Aptamil,Aptamil 2 Follow-on Milk,800g,United Kingdom/Ireland,Precautionary recall: Possible presence of Cereulide toxin (Bacillus cereus),UK Food Standards Agency (FSA),https://www.fsai.ie/news-and-alerts/food-alerts/recall-of-specific-batches-of-aptamil-and-cow-and-gate-infant-and-follow-on-formula,False,Danone,L1,,,L1,,
19/11/2026,Aptamil,Aptamil Pronutra Pre,1.2kg,Germany/Austria,Vorsorglicher Rückruf: Mögliches Vorhandensein des Toxins Cereulid,AGES / Danone DE,https://www.lebensmittelwarnung.de/,False,Danone,L1,,,L1,,
19/11/2026,Aptamil,Aptamil Pronutra Pre 1.2kg,1.2kg,Austria,Vorsorglicher Rückruf: Mögliches Vorhandensein des Toxins Cereulid,AGES / Danone AT,https://www.produktwarnung.eu/2026/02/05/rueckruf-gesundheitsgefahr-danone-ruft-aptamil-babynahrung-zurueck/36778,False,Danone,L1,,,L1,,
19/11/2026,Cow & Gate,Cow & Gate 1 First Infant Milk,800g,United Kingdom/Ireland,Precautionary recall: Possible presence of Cereulide toxin (Bacillus cereus),UK Food Standards Agency (FSA),https://www.fsai.ie/news-and-alerts/food-alerts/recall-of-specific-batches-of-aptamil-and-cow-and-gate-infant-and-follow-on-formula,False,Danone,L1,,,L1,,
19/11/2026,Cow & Gate,Cow & Gate Anti-Reflux,800g,United Kingdom/Ireland,Precautionary recall: Possible presence of Cereulide toxin (Bacillus cereus),UK Food Standards Agency (FSA),https://www.fsai.ie/news-and-alerts/food-alerts/recall-of-specific-batches-of-aptamil-and-cow-and-gate-infant-and-follow-on-formula,False,Danone,L1,,,L1,,
19/11/2026,Nutrilon 2,Nutrilon opvolgmelk 2,1.2kg,Netherlands,Bacillus cereus toxin (cereulide),NVWA / Nutricia Netherlands,https://www.nutriciavoorjou.nl/terugroepactie.html,False,Nutrilon (Danone),L1,,,L1,,
19/12/2026,Pronutra,Aptamil Pronutra 2,800g,Germany/Austria,Vorsorglicher Rückruf: Mögliches Vorhandensein des Toxins Cereulid,Produktwarnung.eu,https://www.produktwarnung.eu/2026/02/05/rueckruf-gesundheitsgefahr-danone-ruft-aptamil-babynahrung-zurueck/36778,False,Aptamil (Danone),L1,,,L1,,
19/12/2026,Aptamil,Aptamil 1 First Infant Milk Hungry,800g,United Kingdom/Ireland,Precautionary recall: Possible presence of Cereulide toxin (Bacillus cereus),UK Food Standards Agency (FSA),https://www.fsai.ie/news-and-alerts/food-alerts/recall-of-specific-batches-of-aptamil-and-cow-and-gate-infant-and-follow-on-formula,False,Danone,L1,,,L1,,
19/12/2026,Aptamil,Aptamil 2 Follow-on Milk,800g,United Kingdom/Ireland,Precautionary recall: Possible presence of Cereulide toxin (Bacillus cereus),UK Food Standards Agency (FSA),https://www.fsai.ie/news-and-alerts/food-alerts/recall-of-specific-batches-of-aptamil-and-cow-and-gate-infant-and-follow-on-formula,False,Danone,L1,,,L1,,
19/12/2026,Cow & Gate,Cow & Gate 1 First Infant Milk,800g,United Kingdom/Ireland,Precautionary recall: Possible presence of Cereulide toxin (Bacillus cereus),UK Food Standards Agency (FSA),https://www.fsai.ie/news-and-alerts/food-alerts/recall-of-specific-batches-of-aptamil-and-cow-and-gate-infant-and-follow-on-formula,False,Danone,L1,,,L1,,
19/12/2026,Cow & Gate,Cow & Gate Anti-Reflux,800g,United Kingdom/Ireland,Precautionary recall: Possible presence of Cereulide toxin (Bacillus cereus),UK Food Standards Agency (FSA),https://www.fsai.ie/news-and-alerts/food-alerts/recall-of-specific-batches-of-aptamil-and-cow-and-gate-infant-and-follow-on-formula,False,Danone,L1,,,L1,,
19/12/2026,Nutrilon 2,Nutrilon opvolgmelk 2,800g,Netherlands,Bacillus cereus toxin (cereulide),NVWA / Nutricia Netherlands,https://www.nutriciavoorjou.nl/terugroepactie.html,False,Nutrilon (Danone),L1,,,L1,,
20/01/2027,Profutura,Aptamil Profutura DuoAdvance 2,800g,Germany/Austria,Vorsorglicher Rückruf: Mögliches Vorhandensein des Toxins Cereulid,Produktwarnung.eu,https://www.produktwarnung.eu/2026/02/05/rueckruf-gesundheitsgefahr-danone-ruft-aptamil-babynahrung-zurueck/36778,False,Aptamil (Danone),L1,,,L1,,
20/01/2027,Aptamil,Aptamil 1 First Infant Milk Hungry,800g,United Kingdom/Ireland,Precautionary recall: Possible presence of Cereulide toxin (Bacillus cereus),UK Food Standards Agency (FSA),https://www.fsai.ie/news-and-alerts/food-alerts/recall-of-specific-batches-of-aptamil-and-cow-and-gate-infant-and-follow-on-formula,False,Danone,L1,,,L1,,
20/01/2027,Cow & Gate,Cow & Gate 1 First Infant Milk,800g,United Kingdom/Ireland,Precautionary recall: Possible presence of Cereulide toxin (Bacillus cereus),UK Food Standards Agency (FSA),https://www.fsai.ie/news-and-alerts/food-alerts/recall-of-specific-batches-of-aptamil-and-cow-and-gate-infant-and-follow-on-formula,False,Danone,L1,,,L1,,
20/01/2027,Cow & Gate,Cow & Gate Anti-Reflux,800g,United Kingdom/Ireland,Precautionary recall: Possible presence of Cereulide toxin (Bacillus cereus),UK Food Standards Agency (FSA),https://www.fsai.ie/news-and-alerts/food-alerts/recall-of-specific-batches-of-aptamil-and-cow-and-gate-infant-and-follow-on-formula,False,Danone,L1,,,L1,,
20/02/2027,Profutura,Aptamil Profutura DuoAdvance Pre,800g,Germany/Austria,Vorsorglicher Rückruf: Mögliches Vorhandensein des Toxins Cereulid,Produktwarnung.eu,https://www.produktwarnung.eu/2026/02/05/rueckruf-gesundheitsgefahr-danone-ruft-aptamil-babynahrung-zurueck/36778,False,Aptamil (Danone),L1,,,L1,,
20/02/2027,Aptamil,Aptamil 1 First Infant Milk Hungry,800g,United Kingdom/Ireland,Precautionary recall: Possible presence of Cereulide toxin (Bacillus cereus),UK Food Standards Agency (FSA),https://www.fsai.ie/news-and-alerts/food-alerts/recall-of-specific-batches-of-aptamil-and-cow-and-gate-infant-and-follow-on-formula,False,Danone,L1,,,L1,,
20/04/2027,Profutura,Aptamil Profutura DuoAdvance Pre,800g,Germany/Austria,Vorsorglicher Rückruf: Mögliches Vorhandensein des Toxins Cereulid,Produktwarnung.eu,https://www.produktwarnung.eu/2026/02/05/rueckruf-gesundheitsgefahr-danone-ruft-aptamil-babynahrung-zurueck/36778,False,Aptamil (Danone),L1,,,L1,,
20/04/2027,Aptamil,Aptamil Profutura Pre D 800g,800g,Austria,Vorsorglicher Rückruf: Mögliches Vorhandensein des Toxins Cereulid,AGES / Danone AT,https://www.produktwarnung.eu/2026/02/05/rueckruf-gesundheitsgefahr-danone-ruft-aptamil-babynahrung-zurueck/36778,False,Danone,L1,,,L1,,
20/06/2026,Aptamil,Aptamil 2 Follow-on Milk,800g,United Kingdom/Ireland,Precautionary recall: Possible presence of Cereulide toxin (Bacillus cereus),UK Food Standards Agency (FSA),https://www.fsai.ie/news-and-alerts/food-alerts/recall-of-specific-batches-of-aptamil-and-cow-and-gate-infant-and-follow-on-formula,False,Danone,L1,,,L1,,
20/06/2026,Cow & Gate,Cow & Gate 1 First Infant Milk,800g,United Kingdom/Ireland,Precautionary recall: Possible presence of Cereulide toxin (Bacillus cereus),UK Food Standards Agency (FSA),https://www.fsai.ie/news-and-alerts/food-alerts/recall-of-specific-batches-of-aptamil-and-cow-and-gate-infant-and-follow-on-formula,False,Danone,L1,,,L1,,
20/06/2026,Cow & Gate,Cow & Gate Anti-Reflux,800g,United Kingdom/Ireland,Precautionary recall: Possible presence of Cereulide toxin (Bacillus cereus),UK Food Standards Agency (FSA),https://www.fsai.ie/news-and-alerts/food-alerts/recall-of-specific-batches-of-aptamil-and-cow-and-gate-infant-and-follow-on-formula,False,Danone,L1,,,L1,,
20/07/2026,Aptamil,Aptamil 1 First Infant Milk,800g,United Kingdom/Ireland,Precautionary recall: Possible presence of Cereulide toxin (Bacillus cereus),UK Food Standards Agency (FSA),https://www.fsai.ie/news-and-alerts/food-alerts/recall-of-specific-batches-of-aptamil-and-cow-and-gate-infant-and-follow-on-formula,False,Danone,L1,,,L1,,
20/07/2026,Aptamil,Aptamil 1 First Infant Milk Hungry,800g,United Kingdom/Ireland,Precautionary recall: Possible presence of Cereulide toxin (Bacillus cereus),UK Food Standards Agency (FSA),https://www.fsai.ie/news-and-alerts/food-alerts/recall-of-specific-batches-of-aptamil-and-cow-and-gate-infant-and-follow-on-formula,False,Danone,L1,,,L1,,
20/07/2026,Aptamil,Aptamil 2 Follow-on Milk,800g,United Kingdom/Ireland,Precautionary recall: Possible presence of Cereulide toxin (Bacillus cereus),UK Food Standards Agency (FSA),https://www.fsai.ie/news-and-alerts/food-alerts/recall-of-specific-batches-of-aptamil-and-cow-and-gate-infant-and-follow-on-formula,False,Danone,L1,,,L1,,
20/07/2026,Cow & Gate,Cow & Gate 1 First Infant Milk,800g,United Kingdom/Ireland,Precautionary recall: Possible presence of Cereulide toxin (Bacillus cereus),UK Food Standards Agency (FSA),https://www.fsai.ie/news-and-alerts/food-alerts/recall-of-specific-batches-of-aptamil-and-cow-and-gate-infant-and-follow-on-formula,False,Danone,L1,,,L1,,
20/07/2026,Cow & Gate,Cow & Gate Anti-Reflux,800g,United Kingdom/Ireland,Precautionary recall: Possible presence of Cereulide toxin (Bacillus cereus),UK Food Standards Agency (FSA),https://www.fsai.ie/news-and-alerts/food-alerts/recall-of-specific-batches-of-aptamil-and-cow-and-gate-infant-and-follow-on-formula,False,Danone,L1,,,L1,,
20/08/2026,Aptamil,Aptamil 1 First Infant Milk,800g,United Kingdom/Ireland,Precautionary recall: Possible presence of Cereulide toxin (Bacillus cereus),UK Food Standards Agency (FSA),https://www.fsai.ie/news-and-alerts/food-alerts/recall-of-specific-batches-of-aptamil-and-cow-and-gate-infant-and-follow-on-formula,False,Danone,L1,,,L1,,
20/08/2026,Aptamil,Aptamil 1 First Infant Milk Hungry,800g,United Kingdom/Ireland,Precautionary recall: Possible presence of Cereulide toxin (Bacillus cereus),UK Food Standards Agency (FSA),https://www.fsai.ie/news-and-alerts/food-alerts/recall-of-specific-batches-of-aptamil-and-cow-and-gate-infant-and-follow-on-formula,False,Danone,L1,,,L1,,
20/08/2026,Aptamil,Aptamil 2 Follow-on Milk,800g,United Kingdom/Ireland,Precautionary recall: Possible presence of Cereulide toxin (Bacillus cereus),UK Food Standards Agency (FSA),https://www.fsai.ie/news-and-alerts/food-alerts/recall-of-specific-batches-of-aptamil-and-cow-and-gate-infant-and-follow-on-formula,False,Danone,L1,,,L1,,
20/08/2026,Cow & Gate,Cow & Gate 1 First Infant Milk,800g,United Kingdom/Ireland,Precautionary recall: Possible presence of Cereulide toxin (Bacillus cereus),UK Food Standards Agency (FSA),https://www.fsai.ie/news-and-alerts/food-alerts/recall-of-specific-batches-of-aptamil-and-cow-and-gate-infant-and-follow-on-formula,False,Danone,L1,,,L1,,
20/08/2026,Cow & Gate,Cow & Gate Anti-Reflux,800g,United Kingdom/Ireland,Precautionary recall: Possible presence of Cereulide toxin (Bacillus cereus),UK Food Standards Agency (FSA),https://www.fsai.ie/news-and-alerts/food-alerts/recall-of-specific-batches-of-aptamil-and-cow-and-gate-infant-and-follow-on-formula,False,Danone,L1,,,L1,,
20/08/2026,Milumil,Milumil Pre,1200g,Germany,Vorsorglicher Rückruf: Mögliches Vorhandensein des Toxins Cereulid,Produktwarnung.eu,https://www.produktwarnung.eu/2026/02/05/rueckruf-cereulid-danone-ruft-milumil-babynahrung-zurueck/36918,False,Milumil (Danone),L1,,,L1,,
20/09/2026,Aptamil,Aptamil 1 First Infant Milk,800g,United Kingdom/Ireland,Precautionary recall: Possible presence of Cereulide toxin (Bacillus cereus),UK Food Standards Agency (FSA),https://www.fsai.ie/news-and-alerts/food-alerts/recall-of-specific-batches-of-aptamil-and-cow-and-gate-infant-and-follow-on-formula,False,Danone,L1,,,L1,,
20/09/2026,Aptamil,Aptamil 1 First Infant Milk Hungry,800g,United Kingdom/Ireland,Precautionary recall: Possible presence of Cereulide toxin (Bacillus cereus),UK Food Standards Agency (FSA),https://www.fsai.ie/news-and-alerts/food-alerts/recall-of-specific-batches-of-aptamil-and-cow-and-gate-infant-and-follow-on-formula,False,Danone,L1,,,L1,,
20/09/2026,Aptamil,Aptamil 2 Follow-on Milk,800g,United Kingdom/Ireland,Precautionary recall: Possible presence of Cereulide toxin (Bacillus cereus),UK Food Standards Agency (FSA),https://www.fsai.ie/news-and-alerts/food-alerts/recall-of-specific-batches-of-aptamil-and-cow-and-gate-infant-and-follow-on-formula,False,Danone,L1,,,L1,,
20/09/2026,Cow & Gate,Cow & Gate 1 First Infant Milk,800g,United Kingdom/Ireland,Precautionary recall: Possible presence of Cereulide toxin (Bacillus cereus),UK Food Standards Agency (FSA),https://www.fsai.ie/news-and-alerts/food-alerts/recall-of-specific-batches-of-aptamil-and-cow-and-gate-infant-and-follow-on-formula,False,Danone,L1,,,L1,,
20/09/2026,Cow & Gate,Cow & Gate Anti-Reflux,800g,United Kingdom/Ireland,Precautionary recall: Possible presence of Cereulide toxin (Bacillus cereus),UK Food Standards Agency (FSA),https://www.fsai.ie/news-and-alerts/food-alerts/recall-of-specific-batches-of-aptamil-and-cow-and-gate-infant-and-follow-on-formula,False,Danone,L1,,,L1,,
20/09/2026,Milumil,Milumil 1,800g,Austria,Vorsorglicher Rückruf: Mögliches Vorhandensein des Toxins Cereulid,AGES / AGES Austria / Produktwarnung.at,https://www.ages.at/,False,Danone,L1,,,L1,,
20/10/2026,Aptamil,Aptamil 1 First Infant Milk,800g,United Kingdom/Ireland,Precautionary recall: Possible presence of Cereulide toxin (Bacillus cereus),UK Food Standards Agency (FSA),https://www.fsai.ie/news-and-alerts/food-alerts/recall-of-specific-batches-of-aptamil-and-cow-and-gate-infant-and-follow-on-formula,False,Danone,L1,,,L1,,
20/10/2026,Aptamil,Aptamil 1 First Infant Milk Hungry,800g,United Kingdom/Ireland,Precautionary recall: Possible presence of Cereulide toxin (Bacillus cereus),UK Food Standards Agency (FSA),https://www.fsai.ie/news-and-alerts/food-alerts/recall-of-specific-batches-of-aptamil-and-cow-and-gate-infant-and-follow-on-formula,False,Danone,L1,,,L1,,
20/10/2026,Aptamil,Aptamil 2 Follow-on Milk,800g,United Kingdom/Ireland,Precautionary recall: Possible presence of Cereulide toxin (Bacillus cereus),UK Food Standards Agency (FSA),https://www.fsai.ie/news-and-alerts/food-alerts/recall-of-specific-batches-of-aptamil-and-cow-and-gate-infant-and-follow-on-formula,False,Danone,L1,,,L1,,
20/10/2026,Cow & Gate,Cow & Gate 1 First Infant Milk,800g,United Kingdom/Ireland,Precautionary recall: Possible presence of Cereulide toxin (Bacillus cereus),UK Food Standards Agency (FSA),https://www.fsai.ie/news-and-alerts/food-alerts/recall-of-specific-batches-of-aptamil-and-cow-and-gate-infant-and-follow-on-formula,False,Danone,L1,,,L1,,
20/10/2026,Cow & Gate,Cow & Gate Anti-Reflux,800g,United Kingdom/Ireland,Precautionary recall: Possible presence of Cereulide toxin (Bacillus cereus),UK Food Standards Agency (FSA),https://www.fsai.ie/news-and-alerts/food-alerts/recall-of-specific-batches-of-aptamil-and-cow-and-gate-infant-and-follow-on-formula,False,Danone,L1,,,L1,,
20/11/2026,Aptamil,Aptamil 1 First Infant Milk,800g,United Kingdom/Ireland,Precautionary recall: Possible presence of Cereulide toxin (Bacillus cereus),UK Food Standards Agency (FSA),https://www.fsai.ie/news-and-alerts/food-alerts/recall-of-specific-batches-of-aptamil-and-cow-and-gate-infant-and-follow-on-formula,False,Danone,L1,,,L1,,
20/11/2026,Aptamil,Aptamil 1 First Infant Milk Hungry,800g,United Kingdom/Ireland,Precautionary recall: Possible presence of Cereulide toxin (Bacillus cereus),UK Food Standards Agency (FSA),https://www.fsai.ie/news-and-alerts/food-alerts/recall-of-specific-batches-of-aptamil-and-cow-and-gate-infant-and-follow-on-formula,False,Danone,L1,,,L1,,
20/11/2026,Aptamil,Aptamil 2 Follow-on Milk,800g,United Kingdom/Ireland,Precautionary recall: Possible presence of Cereulide toxin (Bacillus cereus),UK Food Standards Agency (FSA),https://www.fsai.ie/news-and-alerts/food-alerts/recall-of-specific-batches-of-aptamil-and-cow-and-gate-infant-and-follow-on-formula,False,Danone,L1,,,L1,,
20/11/2026,Aptamil,Aptamil Profutura Pre D,800g,Germany/Austria,Vorsorglicher Rückruf: Mögliches Vorhandensein des Toxins Cereulid,AGES / Danone DE,https://www.lebensmittelwarnung.de/,False,Danone,L1,,,L1,,
20/11/2026,Cow & Gate,Cow & Gate 1 First Infant Milk,800g,United Kingdom/Ireland,Precautionary recall: Possible presence of Cereulide toxin (Bacillus cereus),UK Food Standards Agency (FSA),https://www.fsai.ie/news-and-alerts/food-alerts/recall-of-specific-batches-of-aptamil-and-cow-and-gate-infant-and-follow-on-formula,False,Danone,L1,,,L1,,
20/11/2026,Cow & Gate,Cow & Gate Anti-Reflux,800g,United Kingdom/Ireland,Precautionary recall: Possible presence of Cereulide toxin (Bacillus cereus),UK Food Standards Agency (FSA),https://www.fsai.ie/news-and-alerts/food-alerts/recall-of-specific-batches-of-aptamil-and-cow-and-gate-infant-and-follow-on-formula,False,Danone,L1,,,L1,,
20/11/2026,Milumil,Milumil Pre,1200g,Germany,Vorsorglicher Rückruf: Mögliches Vorhandensein des Toxins Cereulid,Produktwarnung.eu,https://www.produktwarnung.eu/2026/02/05/rueckruf-cereulid-danone-ruft-milumil-babynahrung-zurueck/36918,False,Milumil (Danone),L1,,,L1,,
20/12/2026,Aptamil,Aptamil 1 First Infant Milk Hungry,800g,United Kingdom/Ireland,Precautionary recall: Possible presence of Cereulide toxin (Bacillus cereus),UK Food Standards Agency (FSA),https://www.fsai.ie/news-and-alerts/food-alerts/recall-of-specific-batches-of-aptamil-and-cow-and-gate-infant-and-follow-on-formula,False,Danone,L1,,,L1,,
20/12/2026,Aptamil,Aptamil 2 Follow on Milk,800g,United Kingdom/Ireland,Potential presence of Cereulide toxin (Bacillus cereus),UK Food Standards Agency (FSA),https://www.thejournal.ie/more-batches-aptamil-cow-and-gate-formula-recalled-6949365-Feb2026/,False,Danone,L1,,,L1,,
20/12/2026,Aptamil,Aptamil 2 Follow-on Milk,800g,United Kingdom/Ireland,Precautionary recall: Possible presence of Cereulide toxin (Bacillus cereus),UK Food Standards Agency (FSA),https://www.fsai.ie/news-and-alerts/food-alerts/recall-of-specific-batches-of-aptamil-and-cow-and-gate-infant-and-follow-on-formula,False,Danone,L1,,,L1,,
20/12/2026,Cow & Gate,Cow & Gate 1 First Infant Milk,800g,United Kingdom/Ireland,Precautionary recall: Possible presence of Cereulide toxin (Bacillus cereus),UK Food Standards Agency (FSA),https://www.fsai.ie/news-and-alerts/food-alerts/recall-of-specific-batches-of-aptamil-and-cow-and-gate-infant-and-follow-on-formula,False,Danone,L1,,,L1,,
20/12/2026,Cow & Gate,Cow & Gate Anti-Reflux,800g,United Kingdom/Ireland,Precautionary recall: Possible presence of Cereulide toxin (Bacillus cereus),UK Food Standards Agency (FSA),https://www.fsai.ie/news-and-alerts/food-alerts/recall-of-specific-batches-of-aptamil-and-cow-and-gate-infant-and-follow-on-formula,False,Danone,L1,,,L1,,
21/01/2027,Aptamil,Aptamil 1 First Infant Milk Hungry,800g,United Kingdom/Ireland,Precautionary recall: Possible presence of Cereulide toxin (Bacillus cereus),UK Food Standards Agency (FSA),https://www.fsai.ie/news-and-alerts/food-alerts/recall-of-specific-batches-of-aptamil-and-cow-and-gate-infant-and-follow-on-formula,False,Danone,L1,,,L1,,
21/01/2027,Cow & Gate,Cow & Gate 1 First Infant Milk,800g,United Kingdom/Ireland,Precautionary recall: Possible presence of Cereulide toxin (Bacillus cereus),UK Food Standards Agency (FSA),https://www.fsai.ie/news-and-alerts/food-alerts/recall-of-specific-batches-of-aptamil-and-cow-and-gate-infant-and-follow-on-formula,False,Danone,L1,,,L1,,
21/01/2027,Cow & Gate,Cow & Gate Anti-Reflux,800g,United Kingdom/Ireland,Precautionary recall: Possible presence of Cereulide toxin (Bacillus cereus),UK Food Standards Agency (FSA),https://www.fsai.ie/news-and-alerts/food-alerts/recall-of-specific-batches-of-aptamil-and-cow-and-gate-infant-and-follow-on-formula,False,Danone,L1,,,L1,,
21/02/2027,Profutura,Aptamil Profutura DuoAdvance 1,800g,Germany/Austria,Vorsorglicher Rückruf: Mögliches Vorhandensein des Toxins Cereulid,Produktwarnung.eu,https://www.produktwarnung.eu/2026/02/05/rueckruf-gesundheitsgefahr-danone-ruft-aptamil-babynahrung-zurueck/36778,False,Aptamil (Danone),L1,,,L1,,
21/02/2027,Aptamil,Aptamil 1 First Infant Milk Hungry,800g,United Kingdom/Ireland,Precautionary recall: Possible presence of Cereulide toxin (Bacillus cereus),UK Food Standards Agency (FSA),https://www.fsai.ie/news-and-alerts/food-alerts/recall-of-specific-batches-of-aptamil-and-cow-and-gate-infant-and-follow-on-formula,False,Danone,L1,,,L1,,
21/04/2027,Profutura,Aptamil Profutura DuoAdvance 1,800g,Germany/Austria,Vorsorglicher Rückruf: Mögliches Vorhandensein des Toxins Cereulid,Produktwarnung.eu,https://www.produktwarnung.eu/2026/02/05/rueckruf-gesundheitsgefahr-danone-ruft-aptamil-babynahrung-zurueck/36778,False,Aptamil (Danone),L1,,,L1,,
21/04/2027,Aptamil,Profutura DUO Advance 1 (German Import),800g,Hong Kong,Potential presence of Cereulide toxin (Bacillus cereus),Centre for Food Safety (CFS) HK,https://www.cfs.gov.hk/english/press/20260206_12184.html,False,Danone,L1,,,L1,,
21/06/2026,Aptamil,Aptamil 2 Follow-on Milk,800g,United Kingdom/Ireland,Precautionary recall: Possible presence of Cereulide toxin (Bacillus cereus),UK Food Standards Agency (FSA),https://www.fsai.ie/news-and-alerts/food-alerts/recall-of-specific-batches-of-aptamil-and-cow-and-gate-infant-and-follow-on-formula,False,Danone,L1,,,L1,,
21/06/2026,Cow & Gate,Cow & Gate 1 First Infant Milk,800g,United Kingdom/Ireland,Precautionary recall: Possible presence of Cereulide toxin (Bacillus cereus),UK Food Standards Agency (FSA),https://www.fsai.ie/news-and-alerts/food-alerts/recall-of-specific-batches-of-aptamil-and-cow-and-gate-infant-and-follow-on-formula,False,Danone,L1,,,L1,,
21/06/2026,Cow & Gate,Cow & Gate Anti-Reflux,800g,United Kingdom/Ireland,Precautionary recall: Possible presence of Cereulide toxin (Bacillus cereus),UK Food Standards Agency (FSA),https://www.fsai.ie/news-and-alerts/food-alerts/recall-of-specific-batches-of-aptamil-and-cow-and-gate-infant-and-follow-on-formula,False,Danone,L1,,,L1,,
21/07/2026,Aptamil,Aptamil 1 First Infant Milk,800g,United Kingdom/Ireland,Precautionary recall: Possible presence of Cereulide toxin (Bacillus cereus),UK Food Standards Agency (FSA),https://www.fsai.ie/news-and-alerts/food-alerts/recall-of-specific-batches-of-aptamil-and-cow-and-gate-infant-and-follow-on-formula,False,Danone,L1,,,L1,,
21/07/2026,Aptamil,Aptamil 1 First Infant Milk Hungry,800g,United Kingdom/Ireland,Precautionary recall: Possible presence of Cereulide toxin (Bacillus cereus),UK Food Standards Agency (FSA),https://www.fsai.ie/news-and-alerts/food-alerts/recall-of-specific-batches-of-aptamil-and-cow-and-gate-infant-and-follow-on-formula,False,Danone,L1,,,L1,,
21/07/2026,Aptamil,Aptamil 2 Follow-on Milk,800g,United Kingdom/Ireland,Precautionary recall: Possible presence of Cereulide toxin (Bacillus cereus),UK Food Standards Agency (FSA),https://www.fsai.ie/news-and-alerts/food-alerts/recall-of-specific-batches-of-aptamil-and-cow-and-gate-infant-and-follow-on-formula,False,Danone,L1,,,L1,,
21/07/2026,Cow & Gate,Cow & Gate 1 First Infant Milk,800g,United Kingdom/Ireland,Precautionary recall: Possible presence of Cereulide toxin (Bacillus cereus),UK Food Standards Agency (FSA),https://www.fsai.ie/news-and-alerts/food-alerts/recall-of-specific-batches-of-aptamil-and-cow-and-gate-infant-and-follow-on-formula,False,Danone,L1,,,L1,,
21/07/2026,Cow & Gate,Cow & Gate Anti-Reflux,800g,United Kingdom/Ireland,Precautionary recall: Possible presence of Cereulide toxin (Bacillus cereus),UK Food Standards Agency (FSA),https://www.fsai.ie/news-and-alerts/food-alerts/recall-of-specific-batches-of-aptamil-and-cow-and-gate-infant-and-follow-on-formula,False,Danone,L1,,,L1,,
